GalaxyName,ClassAuditOnly,SPARC_RadiusKpc,SPARC_RadiusFraction,THINGS_RingIndex,THINGS_RadiusCenterKpc,RadiusDeltaKpc,StressDispersionOverRotationScale,S_tau_source_percentile,S_tau_source_log,CalibrationStatus,ReadoutStatus,AbsResidualProjection,AbsResidualMONDSimple,AbsResidualRAR
NGC3198,A,10.04,0.227768,25,10.236356063,0.196356063,0.434146708,0.266032377,0.135330900,source_only_frozen_candidate_not_residual_validated,source_only_bounded_stau_sensitivity_not_model_selection,0.0168644666055,0.00314632192507,0.00688681966533
NGC3198,A,11.04,0.250454,27,11.039207519,0.000792481,0.441634193,0.253368627,0.128559308,source_only_frozen_candidate_not_residual_validated,source_only_bounded_stau_sensitivity_not_model_selection,0.0194265776766,0.00476530496483,0.00821121498905
NGC3198,A,12.05,0.273367,30,12.243484703,0.193484703,0.356287611,0.397717205,0.207918083,source_only_frozen_candidate_not_residual_validated,source_only_bounded_stau_sensitivity_not_model_selection,0.0113195802606,0.00448645121729,0.00130334825465
NGC3198,A,14.05,0.318739,35,14.250613343,0.200613343,0.286078564,0.516463332,0.277039391,source_only_frozen_candidate_not_residual_validated,source_only_bounded_stau_sensitivity_not_model_selection,0.01060778516,0.00893048457746,0.00630153811022
NGC3198,A,16.07,0.364564,40,16.257741982,0.187741982,0.225762266,0.618477632,0.339504241,source_only_frozen_candidate_not_residual_validated,source_only_bounded_stau_sensitivity_not_model_selection,0.00170421218019,0.0243066618884,0.0222253824439
NGC3198,A,18.13,0.411298,45,18.264870622,0.134870622,0.242881858,0.589522885,0.321467771,source_only_frozen_candidate_not_residual_validated,source_only_bounded_stau_sensitivity_not_model_selection,0.0108651987465,0.0221484736816,0.020434705282
NGC3198,A,20.05,0.454855,49,19.870573534,0.179426466,0.202541826,0.657750881,0.364375069,source_only_frozen_candidate_not_residual_validated,source_only_bounded_stau_sensitivity_not_model_selection,0.0153521959308,0.0234025980193,0.0219057952683
NGC3198,A,22.12,0.501815,55,22.279127902,0.159127902,0.214610214,0.637339347,0.351389573,source_only_frozen_candidate_not_residual_validated,source_only_bounded_stau_sensitivity_not_model_selection,0.0119052769167,0.0338357819878,0.0325426638203
NGC3198,A,24.03,0.545145,59,23.884830814,0.145169186,0.194488906,0.671370964,0.373112647,source_only_frozen_candidate_not_residual_validated,source_only_bounded_stau_sensitivity_not_model_selection,0.00246543809231,0.0551462615923,0.0540120692952
NGC3198,A,26.1,0.592105,65,26.293385181,0.193385181,0.189017529,0.680624826,0.379082872,source_only_frozen_candidate_not_residual_validated,source_only_bounded_stau_sensitivity_not_model_selection,0.0103783024023,0.0694838316044,0.068469864875
NGC3198,A,28.16,0.638838,70,28.300513821,0.140513821,0.179883962,0.696072631,0.389110662,source_only_frozen_candidate_not_residual_validated,source_only_bounded_stau_sensitivity_not_model_selection,0.0206426055776,0.0856138596621,0.0846928084957
NGC3198,A,30.08,0.682396,74,29.906216733,0.173783267,0.169712260,0.713276258,0.400369997,source_only_frozen_candidate_not_residual_validated,source_only_bounded_stau_sensitivity_not_model_selection,0.0287752761534,0.10065574013,0.0998281782953
NGC3198,A,32.14,0.729129,80,32.314771101,0.174771101,0.162388316,0.725663408,0.408537867,source_only_frozen_candidate_not_residual_validated,source_only_bounded_stau_sensitivity_not_model_selection,0.0131309938494,0.0929666483146,0.0922300372214
NGC3198,A,34.06,0.772686,84,33.920474013,0.139525987,0.151122655,0.744717272,0.421202662,source_only_frozen_candidate_not_residual_validated,source_only_bounded_stau_sensitivity_not_model_selection,0.00452624947119,0.0904794605635,0.0898031289115
NGC3198,A,36.12,0.819419,89,35.927602652,0.192397348,0.150516119,0.745743119,0.421888039,source_only_frozen_candidate_not_residual_validated,source_only_bounded_stau_sensitivity_not_model_selection,0.00905990808257,0.100098137452,0.0994666429544
NGC3198,A,38.19,0.866379,95,38.336157020,0.146157020,0.148166431,0.749717199,0.424546565,source_only_frozen_candidate_not_residual_validated,source_only_bounded_stau_sensitivity_not_model_selection,0.00642048790065,0.102456200414,0.101864767963
NGC3198,A,40.1,0.90971,99,39.941859932,0.158140068,0.135922027,0.770426433,0.438488997,source_only_frozen_candidate_not_residual_validated,source_only_bounded_stau_sensitivity_not_model_selection,0.00359074656563,0.1040447895,0.103485869835
NGC3198,A,42.17,0.95667,105,42.350414300,0.180414300,0.143922618,0.756894855,0.429361993,source_only_frozen_candidate_not_residual_validated,source_only_bounded_stau_sensitivity_not_model_selection,0.0135498933698,0.117332773871,0.116796733128
NGC3198,A,44.08,1,109,43.956117211,0.123882789,0.132950076,0.775452960,0.441895757,source_only_frozen_candidate_not_residual_validated,source_only_bounded_stau_sensitivity_not_model_selection,0.0109304504531,0.121751709509,0.121259982497
NGC5055,C,0.72,0.0131892,2,0.612077272,0.107922728,0.840114186,0.000000000,0.000000000,source_only_frozen_candidate_not_residual_validated,source_only_bounded_stau_sensitivity_not_model_selection,0.174382036136,0.186473572357,0.163629293449
NGC5055,C,1.43,0.0261953,5,1.346569999,0.083430001,0.414187941,0.299789085,0.153555560,source_only_frozen_candidate_not_residual_validated,source_only_bounded_stau_sensitivity_not_model_selection,0.106153163913,0.120795648686,0.0982152621793
NGC5055,C,2.16,0.0395677,8,2.081062726,0.078937274,0.309097386,0.477531085,0.253969937,source_only_frozen_candidate_not_residual_validated,source_only_bounded_stau_sensitivity_not_model_selection,0.117127247291,0.13342904523,0.1116414541
NGC5055,C,2.87,0.0525737,11,2.815555453,0.054444547,0.269234648,0.544951823,0.294183498,source_only_frozen_candidate_not_residual_validated,source_only_bounded_stau_sensitivity_not_model_selection,0.110933857667,0.128258434799,0.107249345177
NGC5055,C,3.59,0.065763,14,3.550048180,0.039951820,0.192977907,0.673926550,0.374758672,source_only_frozen_candidate_not_residual_validated,source_only_bounded_stau_sensitivity_not_model_selection,0.110981516993,0.129773829059,0.110522712396
NGC5055,C,4.3,0.078769,17,4.284540907,0.015459093,0.183504907,0.689948446,0.385125952,source_only_frozen_candidate_not_residual_validated,source_only_bounded_stau_sensitivity_not_model_selection,0.134239652377,0.153678077172,0.135816841192
NGC5055,C,5.03,0.0921414,20,5.019033634,0.010966366,0.179589327,0.696570954,0.389435434,source_only_frozen_candidate_not_residual_validated,source_only_bounded_stau_sensitivity_not_model_selection,0.128968126487,0.148664077516,0.131924403937
NGC5055,C,5.75,0.105331,23,5.753526361,0.003526361,0.166707961,0.718357496,0.403714273,source_only_frozen_candidate_not_residual_validated,source_only_bounded_stau_sensitivity_not_model_selection,0.121495997172,0.141239273812,0.125391831988
NGC5055,C,6.46,0.118337,26,6.488019087,0.028019087,0.156229173,0.736080504,0.415446654,source_only_frozen_candidate_not_residual_validated,source_only_bounded_stau_sensitivity_not_model_selection,0.131171034325,0.150855795213,0.135706168744
NGC5055,C,7.18,0.131526,29,7.222511814,0.042511814,0.148342087,0.749420108,0.424347633,source_only_frozen_candidate_not_residual_validated,source_only_bounded_stau_sensitivity_not_model_selection,0.134117006079,0.153557213108,0.139454242436
NGC5055,C,7.91,0.144898,32,7.957004541,0.047004541,0.152167615,0.742949907,0.420022720,source_only_frozen_candidate_not_residual_validated,source_only_bounded_stau_sensitivity_not_model_selection,0.126993406142,0.146040687842,0.132903622583
NGC5055,C,8.62,0.157904,35,8.691497268,0.071497268,0.134308097,0.773156109,0.440337944,source_only_frozen_candidate_not_residual_validated,source_only_bounded_stau_sensitivity_not_model_selection,0.128378954631,0.146932922419,0.134669602131
NGC5055,C,11.49,0.210478,46,11.384637267,0.105362733,0.117132850,0.802204987,0.460178804,source_only_frozen_candidate_not_residual_validated,source_only_bounded_stau_sensitivity_not_model_selection,0.116516296117,0.132321724766,0.123180503545
NGC5055,C,14.3,0.261953,58,14.322608174,0.022608174,0.089679331,0.848637736,0.492535540,source_only_frozen_candidate_not_residual_validated,source_only_bounded_stau_sensitivity_not_model_selection,0.108763062009,0.122273516569,0.11520476755
NGC5055,C,17.19,0.314893,70,17.260579082,0.070579082,0.081793021,0.861976028,0.501981173,source_only_frozen_candidate_not_residual_validated,source_only_bounded_stau_sensitivity_not_model_selection,0.112098164022,0.124384085052,0.11887301311
NGC5055,C,20.07,0.36765,81,19.953719080,0.116280920,0.080696463,0.863830661,0.503299998,source_only_frozen_candidate_not_residual_validated,source_only_bounded_stau_sensitivity_not_model_selection,0.0988409623053,0.111625424713,0.107423288571
NGC5055,C,22.96,0.42059,93,22.891689988,0.068310012,0.092198144,0.844377611,0.489533092,source_only_frozen_candidate_not_residual_validated,source_only_bounded_stau_sensitivity_not_model_selection,0.102277398664,0.117694878929,0.114430597856
NGC5055,C,25.85,0.47353,105,25.829660895,0.020339105,0.096314769,0.837415072,0.484640913,source_only_frozen_candidate_not_residual_validated,source_only_bounded_stau_sensitivity_not_model_selection,0.111111878333,0.13083894427,0.128231189261
NGC5055,C,28.74,0.52647,117,28.767631803,0.027631803,0.096664702,0.836823222,0.484225902,source_only_frozen_candidate_not_residual_validated,source_only_bounded_stau_sensitivity_not_model_selection,0.117935219997,0.142761575009,0.140600613736
NGC5055,C,31.62,0.579227,129,31.705602710,0.085602710,0.086101620,0.854688798,0.496812154,source_only_frozen_candidate_not_residual_validated,source_only_bounded_stau_sensitivity_not_model_selection,0.118439231571,0.14878561308,0.146948808484
NGC5055,C,34.51,0.632167,140,34.398742709,0.111257291,0.077851546,0.868642333,0.506727817,source_only_frozen_candidate_not_residual_validated,source_only_bounded_stau_sensitivity_not_model_selection,0.123252001744,0.159173282538,0.157576367677
NGC5055,C,37.4,0.685107,152,37.336713616,0.063286384,0.080534727,0.864104209,0.503494631,source_only_frozen_candidate_not_residual_validated,source_only_bounded_stau_sensitivity_not_model_selection,0.102518174969,0.145502876569,0.144135652497
NGC5055,C,40.29,0.738047,164,40.274684524,0.015315476,0.088727945,0.850246836,0.493671406,source_only_frozen_candidate_not_residual_validated,source_only_bounded_stau_sensitivity_not_model_selection,0.10216788311,0.15127109549,0.150059386323
NGC5055,C,43.17,0.790804,176,43.212655431,0.042655431,0.077002389,0.870078531,0.507752713,source_only_frozen_candidate_not_residual_validated,source_only_bounded_stau_sensitivity_not_model_selection,0.102609042729,0.15780550683,0.156721024173
NGC5055,C,45.92,0.84118,187,45.905795430,0.014204570,0.075749332,0.872197854,0.509266576,source_only_frozen_candidate_not_residual_validated,source_only_bounded_stau_sensitivity_not_model_selection,0.101237299778,0.161707789578,0.160716726127
NGC5055,C,48.81,0.89412,199,48.843766338,0.033766338,0.092498905,0.843868928,0.489175045,source_only_frozen_candidate_not_residual_validated,source_only_bounded_stau_sensitivity_not_model_selection,0.0941582525974,0.161125670881,0.160233230787
NGC5055,C,51.7,0.94706,211,51.781737245,0.081737245,0.075660059,0.872348844,0.509374497,source_only_frozen_candidate_not_residual_validated,source_only_bounded_stau_sensitivity_not_model_selection,0.113388999055,0.187265014602,0.186461779747
NGC5055,C,54.59,1,222,54.474877244,0.115122756,0.073706009,0.875653772,0.511738974,source_only_frozen_candidate_not_residual_validated,source_only_bounded_stau_sensitivity_not_model_selection,0.111603949317,0.193268957408,0.192551165336
NGC7331,A,2.67,0.0735335,12,2.672535417,0.002535417,0.481121432,0.186582979,0.093419423,source_only_frozen_candidate_not_residual_validated,source_only_bounded_stau_sensitivity_not_model_selection,0.18196803086,0.195358588965,0.17250630313
NGC7331,A,3.21,0.0884054,15,3.313943917,0.103943917,0.372407176,0.370453825,0.192553773,source_only_frozen_candidate_not_residual_validated,source_only_bounded_stau_sensitivity_not_model_selection,0.16451055633,0.178570837414,0.155830288759
NGC7331,A,3.74,0.103002,17,3.741549584,0.001549584,0.306575406,0.481796566,0.256477593,source_only_frozen_candidate_not_residual_validated,source_only_bounded_stau_sensitivity_not_model_selection,0.160255434558,0.174843199998,0.15224525069
NGC7331,A,4.27,0.117598,19,4.169155251,0.100844749,0.343548533,0.419263092,0.220190029,source_only_frozen_candidate_not_residual_validated,source_only_bounded_stau_sensitivity_not_model_selection,0.164052700091,0.179614180548,0.157408580073
NGC7331,A,4.81,0.13247,22,4.810563751,0.000563751,0.381220405,0.355547814,0.184229602,source_only_frozen_candidate_not_residual_validated,source_only_bounded_stau_sensitivity_not_model_selection,0.151810404443,0.168332192594,0.146690777002
NGC7331,A,5.35,0.147342,25,5.451972251,0.101972251,0.335764480,0.432428434,0.227746051,source_only_frozen_candidate_not_residual_validated,source_only_bounded_stau_sensitivity_not_model_selection,0.146601158842,0.163770566431,0.142625974331
NGC7331,A,5.88,0.161939,27,5.879577918,0.000422082,0.294774092,0.501756392,0.268276568,source_only_frozen_candidate_not_residual_validated,source_only_bounded_stau_sensitivity_not_model_selection,0.137188049112,0.155145808081,0.134770723486
NGC7331,A,6.41,0.176535,29,6.307183584,0.102816416,0.259608213,0.561233227,0.304083958,source_only_frozen_candidate_not_residual_validated,source_only_bounded_stau_sensitivity_not_model_selection,0.130903809964,0.149463378767,0.129852918382
NGC7331,A,7.48,0.206004,34,7.376197751,0.103802249,0.249537038,0.578266830,0.314523136,source_only_frozen_candidate_not_residual_validated,source_only_bounded_stau_sensitivity_not_model_selection,0.109297727276,0.128734269363,0.110867348751
NGC7331,A,8.55,0.235472,39,8.445211918,0.104788082,0.197314687,0.666591657,0.370039928,source_only_frozen_candidate_not_residual_validated,source_only_bounded_stau_sensitivity_not_model_selection,0.0812592153183,0.101002160662,0.0851679373983
NGC7331,A,9.62,0.264941,44,9.514226085,0.105773915,0.170235221,0.712391762,0.399788734,source_only_frozen_candidate_not_residual_validated,source_only_bounded_stau_sensitivity_not_model_selection,0.0924879932718,0.111976617301,0.0977175714648
NGC7331,A,10.66,0.293583,49,10.583240252,0.076759748,0.206149309,0.651649464,0.360479839,source_only_frozen_candidate_not_residual_validated,source_only_bounded_stau_sensitivity_not_model_selection,0.0836963493335,0.102625831045,0.0897198768161
NGC7331,A,11.74,0.323327,54,11.652254419,0.087745581,0.181984126,0.692520577,0.386798025,source_only_frozen_candidate_not_residual_validated,source_only_bounded_stau_sensitivity_not_model_selection,0.0758391647589,0.0939689686797,0.0823201337817
NGC7331,A,12.83,0.353346,60,12.935071419,0.105071419,0.206033689,0.651845015,0.360604500,source_only_frozen_candidate_not_residual_validated,source_only_bounded_stau_sensitivity_not_model_selection,0.0792524756523,0.0965579662398,0.085912989691
NGC7331,A,13.91,0.38309,65,14.004085586,0.094085586,0.184969117,0.687471995,0.383518106,source_only_frozen_candidate_not_residual_validated,source_only_bounded_stau_sensitivity_not_model_selection,0.0821554836869,0.0985897446335,0.0888509925281
NGC7331,A,15,0.413109,70,15.073099753,0.073099753,0.196123374,0.668606552,0.371334462,source_only_frozen_candidate_not_residual_validated,source_only_bounded_stau_sensitivity_not_model_selection,0.0917553886012,0.107280769624,0.0983959839794
NGC7331,A,16.08,0.442853,75,16.142113919,0.062113919,0.159442206,0.730646229,0.411837976,source_only_frozen_candidate_not_residual_validated,source_only_bounded_stau_sensitivity_not_model_selection,0.0948225253871,0.109528075189,0.101375532465
NGC7331,A,17.07,0.470118,79,16.997325253,0.072674747,0.162251854,0.725894209,0.408690541,source_only_frozen_candidate_not_residual_validated,source_only_bounded_stau_sensitivity_not_model_selection,0.105532422799,0.119611131398,0.112016828167
NGC7331,A,18.15,0.499862,84,18.066339420,0.083660580,0.117993800,0.800748843,0.459176994,source_only_frozen_candidate_not_residual_validated,source_only_bounded_stau_sensitivity_not_model_selection,0.103141245319,0.116696671187,0.109585008906
NGC7331,A,19.24,0.529882,89,19.135353587,0.104646413,0.131761912,0.777462528,0.443260255,source_only_frozen_candidate_not_residual_validated,source_only_bounded_stau_sensitivity_not_model_selection,0.0986440325137,0.111789590989,0.105083270148
NGC7331,A,20.32,0.559625,95,20.418170587,0.098170587,0.112895325,0.809372007,0.465120911,source_only_frozen_candidate_not_residual_validated,source_only_bounded_stau_sensitivity_not_model_selection,0.0956033647483,0.108384562039,0.102082628505
NGC7331,A,21.41,0.589645,100,21.487184754,0.077184754,0.095697818,0.838458535,0.485372924,source_only_frozen_candidate_not_residual_validated,source_only_bounded_stau_sensitivity_not_model_selection,0.0865888121183,0.0990396029895,0.0931941510596
NGC7331,A,22.49,0.619389,105,22.556198920,0.066198920,0.099967540,0.831237059,0.480315333,source_only_frozen_candidate_not_residual_validated,source_only_bounded_stau_sensitivity_not_model_selection,0.0732706897432,0.0855297639024,0.080097535825
NGC7331,A,23.48,0.646654,109,23.411410254,0.068589746,0.066447765,0.887929802,0.520559569,source_only_frozen_candidate_not_residual_validated,source_only_bounded_stau_sensitivity_not_model_selection,0.0782802502181,0.0904877773899,0.0853861474089
NGC7331,A,24.57,0.676673,114,24.480424421,0.089575579,0.090472584,0.847296090,0.491589227,source_only_frozen_candidate_not_residual_validated,source_only_bounded_stau_sensitivity_not_model_selection,0.0752779703464,0.0875747957488,0.0828491481551
NGC7331,A,25.65,0.706417,119,25.549438588,0.100561412,0.097487922,0.835430892,0.483250107,source_only_frozen_candidate_not_residual_validated,source_only_bounded_stau_sensitivity_not_model_selection,0.0732077573469,0.0857523385581,0.081355960141
NGC7331,A,26.74,0.736436,125,26.832255588,0.092255588,0.084602216,0.857224774,0.498608657,source_only_frozen_candidate_not_residual_validated,source_only_bounded_stau_sensitivity_not_model_selection,0.0594731581463,0.0724085416656,0.0683037218912
NGC7331,A,27.82,0.76618,130,27.901269755,0.081269755,0.097816979,0.834874350,0.482860267,source_only_frozen_candidate_not_residual_validated,source_only_bounded_stau_sensitivity_not_model_selection,0.0490193158676,0.0625091987543,0.0586788770193
NGC7331,A,28.91,0.796199,135,28.970283922,0.060283922,0.113225769,0.808813120,0.464734847,source_only_frozen_candidate_not_residual_validated,source_only_bounded_stau_sensitivity_not_model_selection,0.0416393683108,0.0558750649587,0.0523083435151
NGC7331,A,29.89,0.823189,139,29.825495255,0.064504745,0.106496444,0.820194578,0.472619523,source_only_frozen_candidate_not_residual_validated,source_only_bounded_stau_sensitivity_not_model_selection,0.0262219428028,0.0412849693717,0.0379399717443
NGC7331,A,30.98,0.853208,144,30.894509422,0.085490578,0.104679570,0.823267497,0.474756556,source_only_frozen_candidate_not_residual_validated,source_only_bounded_stau_sensitivity_not_model_selection,0.0396113844071,0.0557381558694,0.0526172064639
NGC7331,A,32.06,0.882952,149,31.963523589,0.096476411,0.100218947,0.830811848,0.480018148,source_only_frozen_candidate_not_residual_validated,source_only_bounded_stau_sensitivity_not_model_selection,0.0336965586366,0.0509472665258,0.048017071541
NGC7331,A,33.15,0.912972,155,33.246340589,0.096340589,0.098236765,0.834164357,0.482363109,source_only_frozen_candidate_not_residual_validated,source_only_bounded_stau_sensitivity_not_model_selection,0.0169038184309,0.0353085126867,0.0325417535686
NGC7331,A,34.23,0.942716,160,34.315354756,0.085354756,0.097093458,0.836098058,0.483717589,source_only_frozen_candidate_not_residual_validated,source_only_bounded_stau_sensitivity_not_model_selection,0.0211329464101,0.0407795313691,0.038162798405
NGC7331,A,35.32,0.972735,165,35.384368923,0.064368923,0.096058526,0.837848461,0.484944895,source_only_frozen_candidate_not_residual_validated,source_only_bounded_stau_sensitivity_not_model_selection,0.000716407926797,0.0203379268765,0.0178675190923
NGC7331,A,36.31,1,169,36.239580256,0.070419744,0.101853782,0.828046815,0.478087283,source_only_frozen_candidate_not_residual_validated,source_only_bounded_stau_sensitivity_not_model_selection,0.00370841500343,0.0263918224452,0.0240673017188
