Survey,ExternalName,logrho,logMass,DVsys,DVsysopt,Aspec,Aflux,Apeak,Amap,A1_inner,A2_outer,Avel,Source,AllowedUse,InterpretationGuardrail
LVHIS,LVHIS076,-1.960000000,8.100000000,1,,0.118000000,1.100000000,1.160000000,0.080000000,0.030000000,0.160000000,0.033000000,Reynolds_etal_2020_VizieR_J_MNRAS_493_5089,published_resolved_HI_asymmetry_proxy_only,reynolds2020_asymmetry_crossmatch_no_velocity_endpoint
LVHIS,LVHIS077,-1.240000000,9.100000000,0,0,0.114000000,1.050000000,1.030000000,0.180000000,0.180000000,0.120000000,0.039000000,Reynolds_etal_2020_VizieR_J_MNRAS_493_5089,published_resolved_HI_asymmetry_proxy_only,reynolds2020_asymmetry_crossmatch_no_velocity_endpoint
LVHIS,LVHIS078,-1.190000000,8.200000000,0,2,0.100000000,1.010000000,1.000000000,0.170000000,0.240000000,0.340000000,,Reynolds_etal_2020_VizieR_J_MNRAS_493_5089,published_resolved_HI_asymmetry_proxy_only,reynolds2020_asymmetry_crossmatch_no_velocity_endpoint
LVHIS,LVHIS079,-1.280000000,6.900000000,1,2,0.206000000,1.180000000,,0.240000000,0.300000000,0.410000000,,Reynolds_etal_2020_VizieR_J_MNRAS_493_5089,published_resolved_HI_asymmetry_proxy_only,reynolds2020_asymmetry_crossmatch_no_velocity_endpoint
LVHIS,LVHIS080,-1.480000000,7.300000000,0,1,0.124000000,1.040000000,1.120000000,0.070000000,0.150000000,,0.017000000,Reynolds_etal_2020_VizieR_J_MNRAS_493_5089,published_resolved_HI_asymmetry_proxy_only,reynolds2020_asymmetry_crossmatch_no_velocity_endpoint
LVHIS,LVHIS081,-1.330000000,7.400000000,1,21,0.234000000,1.250000000,,0.120000000,0.250000000,0.280000000,,Reynolds_etal_2020_VizieR_J_MNRAS_493_5089,published_resolved_HI_asymmetry_proxy_only,reynolds2020_asymmetry_crossmatch_no_velocity_endpoint
LVHIS,LVHIS082,-1.360000000,9.500000000,1,4,0.138000000,1.070000000,1.110000000,0.050000000,0.010000000,0.180000000,0.021000000,Reynolds_etal_2020_VizieR_J_MNRAS_493_5089,published_resolved_HI_asymmetry_proxy_only,reynolds2020_asymmetry_crossmatch_no_velocity_endpoint
VIVA,NGC4064,-0.440000000,10.100000000,2,3,0.442000000,1.050000000,1.290000000,0.280000000,0.090000000,,0.110000000,Reynolds_etal_2020_VizieR_J_MNRAS_493_5089,published_resolved_HI_asymmetry_proxy_only,reynolds2020_asymmetry_crossmatch_no_velocity_endpoint
VIVA,NGC4189,1.060000000,9.600000000,0,2,0.400000000,1.330000000,1.590000000,0.170000000,0.090000000,0.360000000,0.096000000,Reynolds_etal_2020_VizieR_J_MNRAS_493_5089,published_resolved_HI_asymmetry_proxy_only,reynolds2020_asymmetry_crossmatch_no_velocity_endpoint
VIVA,NGC4192,0.910000000,10.700000000,13,,0.560000000,1.170000000,1.350000000,0.190000000,0.390000000,,0.079000000,Reynolds_etal_2020_VizieR_J_MNRAS_493_5089,published_resolved_HI_asymmetry_proxy_only,reynolds2020_asymmetry_crossmatch_no_velocity_endpoint
VIVA,NGC4216,1.030000000,11.000000000,0,,0.538000000,1.010000000,1.060000000,0.190000000,0.230000000,,0.013000000,Reynolds_etal_2020_VizieR_J_MNRAS_493_5089,published_resolved_HI_asymmetry_proxy_only,reynolds2020_asymmetry_crossmatch_no_velocity_endpoint
VIVA,NGC4222,1.110000000,9.400000000,2,,1.986000000,1.040000000,1.010000000,0.190000000,,,0.019000000,Reynolds_etal_2020_VizieR_J_MNRAS_493_5089,published_resolved_HI_asymmetry_proxy_only,reynolds2020_asymmetry_crossmatch_no_velocity_endpoint
VIVA,NGC4254,0.940000000,10.400000000,4,,0.542000000,1.220000000,1.430000000,0.270000000,0.230000000,,0.084000000,Reynolds_etal_2020_VizieR_J_MNRAS_493_5089,published_resolved_HI_asymmetry_proxy_only,reynolds2020_asymmetry_crossmatch_no_velocity_endpoint
VIVA,NGC4293,0.650000000,10.500000000,0,,1.078000000,1.050000000,,0.130000000,,,,Reynolds_etal_2020_VizieR_J_MNRAS_493_5089,published_resolved_HI_asymmetry_proxy_only,reynolds2020_asymmetry_crossmatch_no_velocity_endpoint
VIVA,NGC4294,0.990000000,9.300000000,9,5,1.756000000,1.460000000,1.640000000,0.370000000,0.850000000,0.770000000,0.160000000,Reynolds_etal_2020_VizieR_J_MNRAS_493_5089,published_resolved_HI_asymmetry_proxy_only,reynolds2020_asymmetry_crossmatch_no_velocity_endpoint
VIVA,NGC4298,0.880000000,10.100000000,10,1,0.682000000,1.460000000,1.670000000,0.170000000,0.600000000,,0.067000000,Reynolds_etal_2020_VizieR_J_MNRAS_493_5089,published_resolved_HI_asymmetry_proxy_only,reynolds2020_asymmetry_crossmatch_no_velocity_endpoint
VIVA,NGC4299,1.030000000,,0,16,1.964000000,1.100000000,,0.390000000,0.010000000,0.010000000,0.326000000,Reynolds_etal_2020_VizieR_J_MNRAS_493_5089,published_resolved_HI_asymmetry_proxy_only,reynolds2020_asymmetry_crossmatch_no_velocity_endpoint
VIVA,NGC4302,0.930000000,10.400000000,5,23,0.212000000,1.120000000,1.210000000,0.170000000,,,0.029000000,Reynolds_etal_2020_VizieR_J_MNRAS_493_5089,published_resolved_HI_asymmetry_proxy_only,reynolds2020_asymmetry_crossmatch_no_velocity_endpoint
VIVA,NGC4321,0.840000000,10.700000000,5,6,0.246000000,1.080000000,1.310000000,0.200000000,0.110000000,0.560000000,0.036000000,Reynolds_etal_2020_VizieR_J_MNRAS_493_5089,published_resolved_HI_asymmetry_proxy_only,reynolds2020_asymmetry_crossmatch_no_velocity_endpoint
VIVA,NGC4330,1.130000000,9.500000000,6,11,0.270000000,1.120000000,1.320000000,0.360000000,,,0.016000000,Reynolds_etal_2020_VizieR_J_MNRAS_493_5089,published_resolved_HI_asymmetry_proxy_only,reynolds2020_asymmetry_crossmatch_no_velocity_endpoint
VIVA,NGC4351,1.360000000,9.200000000,0,17,0.634000000,1.060000000,,0.280000000,0.180000000,0.530000000,0.165000000,Reynolds_etal_2020_VizieR_J_MNRAS_493_5089,published_resolved_HI_asymmetry_proxy_only,reynolds2020_asymmetry_crossmatch_no_velocity_endpoint
VIVA,NGC4380,1.250000000,10.100000000,0,10,0.268000000,1.090000000,1.150000000,0.230000000,0.300000000,,0.031000000,Reynolds_etal_2020_VizieR_J_MNRAS_493_5089,published_resolved_HI_asymmetry_proxy_only,reynolds2020_asymmetry_crossmatch_no_velocity_endpoint
VIVA,NGC4383,1.290000000,9.400000000,1,2,0.312000000,1.020000000,1.060000000,0.230000000,0.420000000,0.330000000,0.090000000,Reynolds_etal_2020_VizieR_J_MNRAS_493_5089,published_resolved_HI_asymmetry_proxy_only,reynolds2020_asymmetry_crossmatch_no_velocity_endpoint
VIVA,NGC4388,1.270000000,10.200000000,7,11,0.226000000,1.050000000,1.380000000,0.230000000,0.730000000,,0.036000000,Reynolds_etal_2020_VizieR_J_MNRAS_493_5089,published_resolved_HI_asymmetry_proxy_only,reynolds2020_asymmetry_crossmatch_no_velocity_endpoint
VIVA,NGC4394,0.800000000,10.300000000,0,,0.494000000,1.060000000,1.020000000,0.230000000,0.290000000,0.250000000,0.065000000,Reynolds_etal_2020_VizieR_J_MNRAS_493_5089,published_resolved_HI_asymmetry_proxy_only,reynolds2020_asymmetry_crossmatch_no_velocity_endpoint
VIVA,NGC4396,1.250000000,9.200000000,2,11,0.254000000,1.170000000,1.020000000,0.240000000,0.520000000,,0.013000000,Reynolds_etal_2020_VizieR_J_MNRAS_493_5089,published_resolved_HI_asymmetry_proxy_only,reynolds2020_asymmetry_crossmatch_no_velocity_endpoint
VIVA,NGC4402,0.900000000,10.100000000,11,6,0.844000000,1.330000000,1.340000000,0.190000000,0.520000000,,0.056000000,Reynolds_etal_2020_VizieR_J_MNRAS_493_5089,published_resolved_HI_asymmetry_proxy_only,reynolds2020_asymmetry_crossmatch_no_velocity_endpoint
VIVA,NGC4405,1.070000000,9.700000000,1,17,0.566000000,1.270000000,1.170000000,0.110000000,,,0.060000000,Reynolds_etal_2020_VizieR_J_MNRAS_493_5089,published_resolved_HI_asymmetry_proxy_only,reynolds2020_asymmetry_crossmatch_no_velocity_endpoint
VIVA,NGC4419,1.300000000,10.400000000,3,,0.758000000,1.620000000,1.620000000,0.180000000,,,,Reynolds_etal_2020_VizieR_J_MNRAS_493_5089,published_resolved_HI_asymmetry_proxy_only,reynolds2020_asymmetry_crossmatch_no_velocity_endpoint
VIVA,NGC4424,1.270000000,9.900000000,5,7,0.908000000,1.690000000,,0.530000000,0.360000000,0.500000000,0.160000000,Reynolds_etal_2020_VizieR_J_MNRAS_493_5089,published_resolved_HI_asymmetry_proxy_only,reynolds2020_asymmetry_crossmatch_no_velocity_endpoint
VIVA,NGC4450,0.900000000,10.800000000,10,,0.262000000,1.120000000,1.120000000,0.250000000,0.300000000,,0.048000000,Reynolds_etal_2020_VizieR_J_MNRAS_493_5089,published_resolved_HI_asymmetry_proxy_only,reynolds2020_asymmetry_crossmatch_no_velocity_endpoint
VIVA,NGC4457,0.800000000,10.400000000,0,,0.452000000,1.050000000,1.160000000,0.200000000,0.120000000,,0.151000000,Reynolds_etal_2020_VizieR_J_MNRAS_493_5089,published_resolved_HI_asymmetry_proxy_only,reynolds2020_asymmetry_crossmatch_no_velocity_endpoint
VIVA,NGC4501,1.140000000,11.000000000,34,,0.550000000,1.680000000,1.380000000,0.400000000,0.490000000,,0.090000000,Reynolds_etal_2020_VizieR_J_MNRAS_493_5089,published_resolved_HI_asymmetry_proxy_only,reynolds2020_asymmetry_crossmatch_no_velocity_endpoint
VIVA,NGC4522,0.950000000,9.400000000,4,9,0.316000000,1.120000000,1.220000000,0.410000000,0.490000000,,0.063000000,Reynolds_etal_2020_VizieR_J_MNRAS_493_5089,published_resolved_HI_asymmetry_proxy_only,reynolds2020_asymmetry_crossmatch_no_velocity_endpoint
VIVA,NGC4532,0.910000000,9.200000000,3,45,0.644000000,1.260000000,,0.310000000,0.360000000,0.470000000,0.091000000,Reynolds_etal_2020_VizieR_J_MNRAS_493_5089,published_resolved_HI_asymmetry_proxy_only,reynolds2020_asymmetry_crossmatch_no_velocity_endpoint
VIVA,NGC4535,1.080000000,10.400000000,6,0,0.194000000,1.180000000,1.210000000,0.190000000,0.100000000,0.580000000,0.056000000,Reynolds_etal_2020_VizieR_J_MNRAS_493_5089,published_resolved_HI_asymmetry_proxy_only,reynolds2020_asymmetry_crossmatch_no_velocity_endpoint
VIVA,NGC4536,0.620000000,10.300000000,1,,0.620000000,1.080000000,1.050000000,0.190000000,,,0.032000000,Reynolds_etal_2020_VizieR_J_MNRAS_493_5089,published_resolved_HI_asymmetry_proxy_only,reynolds2020_asymmetry_crossmatch_no_velocity_endpoint
VIVA,NGC4548,0.990000000,10.800000000,5,,1.206000000,1.040000000,1.180000000,0.280000000,,,0.056000000,Reynolds_etal_2020_VizieR_J_MNRAS_493_5089,published_resolved_HI_asymmetry_proxy_only,reynolds2020_asymmetry_crossmatch_no_velocity_endpoint
VIVA,NGC4561,0.210000000,,1,,0.238000000,1.050000000,1.180000000,0.140000000,0.150000000,0.260000000,0.064000000,Reynolds_etal_2020_VizieR_J_MNRAS_493_5089,published_resolved_HI_asymmetry_proxy_only,reynolds2020_asymmetry_crossmatch_no_velocity_endpoint
VIVA,NGC4567,0.920000000,10.400000000,3,21,0.566000000,1.040000000,1.120000000,0.300000000,0.230000000,0.410000000,0.121000000,Reynolds_etal_2020_VizieR_J_MNRAS_493_5089,published_resolved_HI_asymmetry_proxy_only,reynolds2020_asymmetry_crossmatch_no_velocity_endpoint
VIVA,NGC4569,1.100000000,10.700000000,3,,0.314000000,1.130000000,1.240000000,0.250000000,0.270000000,,0.088000000,Reynolds_etal_2020_VizieR_J_MNRAS_493_5089,published_resolved_HI_asymmetry_proxy_only,reynolds2020_asymmetry_crossmatch_no_velocity_endpoint
VIVA,NGC4579,1.020000000,10.900000000,7,,0.156000000,1.160000000,1.080000000,0.150000000,0.180000000,,0.041000000,Reynolds_etal_2020_VizieR_J_MNRAS_493_5089,published_resolved_HI_asymmetry_proxy_only,reynolds2020_asymmetry_crossmatch_no_velocity_endpoint
VIVA,NGC4580,0.640000000,10.000000000,3,2,0.474000000,1.120000000,1.170000000,0.150000000,0.220000000,,0.063000000,Reynolds_etal_2020_VizieR_J_MNRAS_493_5089,published_resolved_HI_asymmetry_proxy_only,reynolds2020_asymmetry_crossmatch_no_velocity_endpoint
VIVA,NGC4606,1.080000000,9.800000000,1,22,0.936000000,1.240000000,,0.240000000,,,,Reynolds_etal_2020_VizieR_J_MNRAS_493_5089,published_resolved_HI_asymmetry_proxy_only,reynolds2020_asymmetry_crossmatch_no_velocity_endpoint
VIVA,NGC4607,1.020000000,9.600000000,2,34,1.654000000,1.150000000,1.010000000,0.160000000,0.030000000,,0.025000000,Reynolds_etal_2020_VizieR_J_MNRAS_493_5089,published_resolved_HI_asymmetry_proxy_only,reynolds2020_asymmetry_crossmatch_no_velocity_endpoint
VIVA,NGC4651,0.310000000,10.100000000,7,20,0.550000000,1.150000000,1.180000000,0.190000000,0.360000000,0.010000000,0.071000000,Reynolds_etal_2020_VizieR_J_MNRAS_493_5089,published_resolved_HI_asymmetry_proxy_only,reynolds2020_asymmetry_crossmatch_no_velocity_endpoint
VIVA,NGC4654,1.060000000,10.100000000,15,7,1.190000000,1.400000000,1.780000000,0.290000000,0.200000000,0.700000000,0.123000000,Reynolds_etal_2020_VizieR_J_MNRAS_493_5089,published_resolved_HI_asymmetry_proxy_only,reynolds2020_asymmetry_crossmatch_no_velocity_endpoint
VIVA,NGC4689,0.860000000,10.200000000,1,8,0.152000000,1.070000000,1.150000000,0.120000000,,,0.068000000,Reynolds_etal_2020_VizieR_J_MNRAS_493_5089,published_resolved_HI_asymmetry_proxy_only,reynolds2020_asymmetry_crossmatch_no_velocity_endpoint
VIVA,NGC4698,0.600000000,10.600000000,6,31,0.380000000,1.110000000,1.100000000,0.210000000,0.140000000,0.220000000,0.028000000,Reynolds_etal_2020_VizieR_J_MNRAS_493_5089,published_resolved_HI_asymmetry_proxy_only,reynolds2020_asymmetry_crossmatch_no_velocity_endpoint
VIVA,NGC4713,0.240000000,9.200000000,0,22,0.316000000,1.070000000,1.040000000,0.280000000,0.340000000,0.470000000,0.089000000,Reynolds_etal_2020_VizieR_J_MNRAS_493_5089,published_resolved_HI_asymmetry_proxy_only,reynolds2020_asymmetry_crossmatch_no_velocity_endpoint
VIVA,NGC4772,0.250000000,10.300000000,9,,0.224000000,1.150000000,1.150000000,0.340000000,0.570000000,0.400000000,0.037000000,Reynolds_etal_2020_VizieR_J_MNRAS_493_5089,published_resolved_HI_asymmetry_proxy_only,reynolds2020_asymmetry_crossmatch_no_velocity_endpoint
VIVA,NGC4808,0.190000000,9.500000000,1,19,0.356000000,1.040000000,1.130000000,0.270000000,0.320000000,,0.037000000,Reynolds_etal_2020_VizieR_J_MNRAS_493_5089,published_resolved_HI_asymmetry_proxy_only,reynolds2020_asymmetry_crossmatch_no_velocity_endpoint
HALOGAS,NGC2537,-1.420000000,9.000000000,2,17,0.202000000,1.200000000,1.270000000,0.150000000,0.020000000,0.270000000,0.044000000,Reynolds_etal_2020_VizieR_J_MNRAS_493_5089,published_resolved_HI_asymmetry_proxy_only,reynolds2020_asymmetry_crossmatch_no_velocity_endpoint
HALOGAS,NGC2541,-1.390000000,8.500000000,2,3,0.148000000,1.040000000,1.060000000,0.150000000,0.100000000,0.310000000,0.058000000,Reynolds_etal_2020_VizieR_J_MNRAS_493_5089,published_resolved_HI_asymmetry_proxy_only,reynolds2020_asymmetry_crossmatch_no_velocity_endpoint
HALOGAS,NGC3198,-0.820000000,9.600000000,3,1,0.086000000,1.070000000,1.030000000,0.140000000,0.120000000,,0.014000000,Reynolds_etal_2020_VizieR_J_MNRAS_493_5089,published_resolved_HI_asymmetry_proxy_only,reynolds2020_asymmetry_crossmatch_no_velocity_endpoint
HALOGAS,NGC4062,-0.720000000,8.700000000,3,1,0.092000000,1.080000000,1.060000000,0.050000000,0.090000000,0.410000000,0.010000000,Reynolds_etal_2020_VizieR_J_MNRAS_493_5089,published_resolved_HI_asymmetry_proxy_only,reynolds2020_asymmetry_crossmatch_no_velocity_endpoint
HALOGAS,NGC4244,-0.860000000,10.400000000,2,1,0.072000000,1.040000000,1.170000000,0.100000000,0.430000000,,0.029000000,Reynolds_etal_2020_VizieR_J_MNRAS_493_5089,published_resolved_HI_asymmetry_proxy_only,reynolds2020_asymmetry_crossmatch_no_velocity_endpoint
HALOGAS,NGC4258,-1.380000000,8.300000000,1,3,0.100000000,1.030000000,1.090000000,0.240000000,0.310000000,,0.036000000,Reynolds_etal_2020_VizieR_J_MNRAS_493_5089,published_resolved_HI_asymmetry_proxy_only,reynolds2020_asymmetry_crossmatch_no_velocity_endpoint
HALOGAS,NGC4274,-0.740000000,8.900000000,17,15,0.504000000,1.210000000,1.480000000,0.100000000,0.210000000,,0.040000000,Reynolds_etal_2020_VizieR_J_MNRAS_493_5089,published_resolved_HI_asymmetry_proxy_only,reynolds2020_asymmetry_crossmatch_no_velocity_endpoint
HALOGAS,NGC4414,-0.680000000,9.900000000,7,0,0.242000000,1.150000000,1.290000000,0.240000000,0.310000000,0.330000000,0.062000000,Reynolds_etal_2020_VizieR_J_MNRAS_493_5089,published_resolved_HI_asymmetry_proxy_only,reynolds2020_asymmetry_crossmatch_no_velocity_endpoint
HALOGAS,NGC4448,-0.980000000,10.700000000,6,,0.478000000,1.080000000,1.020000000,0.040000000,0.140000000,,0.020000000,Reynolds_etal_2020_VizieR_J_MNRAS_493_5089,published_resolved_HI_asymmetry_proxy_only,reynolds2020_asymmetry_crossmatch_no_velocity_endpoint
HALOGAS,NGC4559,-0.640000000,9.800000000,1,4,0.136000000,1.030000000,1.030000000,0.150000000,0.130000000,,0.025000000,Reynolds_etal_2020_VizieR_J_MNRAS_493_5089,published_resolved_HI_asymmetry_proxy_only,reynolds2020_asymmetry_crossmatch_no_velocity_endpoint
HALOGAS,NGC4565,-0.990000000,10.200000000,18,15,0.448000000,1.210000000,1.560000000,0.150000000,0.490000000,,0.039000000,Reynolds_etal_2020_VizieR_J_MNRAS_493_5089,published_resolved_HI_asymmetry_proxy_only,reynolds2020_asymmetry_crossmatch_no_velocity_endpoint
HALOGAS,NGC4631,-0.960000000,10.000000000,6,9,0.212000000,1.090000000,1.310000000,0.290000000,0.420000000,0.370000000,0.069000000,Reynolds_etal_2020_VizieR_J_MNRAS_493_5089,published_resolved_HI_asymmetry_proxy_only,reynolds2020_asymmetry_crossmatch_no_velocity_endpoint
HALOGAS,NGC5023,-1.410000000,11.000000000,1,6,0.066000000,1.030000000,1.060000000,0.050000000,0.050000000,,0.012000000,Reynolds_etal_2020_VizieR_J_MNRAS_493_5089,published_resolved_HI_asymmetry_proxy_only,reynolds2020_asymmetry_crossmatch_no_velocity_endpoint
HALOGAS,NGC5055,-1.340000000,,1,2,0.114000000,1.030000000,1.100000000,0.270000000,0.170000000,0.340000000,0.036000000,Reynolds_etal_2020_VizieR_J_MNRAS_493_5089,published_resolved_HI_asymmetry_proxy_only,reynolds2020_asymmetry_crossmatch_no_velocity_endpoint
HALOGAS,NGC5229,-1.450000000,10.300000000,1,8,0.190000000,1.090000000,1.080000000,0.050000000,0.160000000,0.150000000,0.024000000,Reynolds_etal_2020_VizieR_J_MNRAS_493_5089,published_resolved_HI_asymmetry_proxy_only,reynolds2020_asymmetry_crossmatch_no_velocity_endpoint
HALOGAS,NGC5585,-1.390000000,8.400000000,4,4,0.168000000,1.180000000,1.410000000,0.130000000,0.090000000,0.270000000,0.044000000,Reynolds_etal_2020_VizieR_J_MNRAS_493_5089,published_resolved_HI_asymmetry_proxy_only,reynolds2020_asymmetry_crossmatch_no_velocity_endpoint
HALOGAS,UGC4278,-1.420000000,7.800000000,5,4,0.182000000,1.140000000,1.200000000,0.070000000,0.300000000,0.250000000,0.035000000,Reynolds_etal_2020_VizieR_J_MNRAS_493_5089,published_resolved_HI_asymmetry_proxy_only,reynolds2020_asymmetry_crossmatch_no_velocity_endpoint
HALOGAS,UGC7774,-1.050000000,8.500000000,1,3,0.102000000,1.030000000,1.070000000,0.080000000,0.140000000,,0.012000000,Reynolds_etal_2020_VizieR_J_MNRAS_493_5089,published_resolved_HI_asymmetry_proxy_only,reynolds2020_asymmetry_crossmatch_no_velocity_endpoint
